url,path,language,content_group,decision,proposed_destination,validation_condition,production_change_authorized
"https://seoparaecommerce.co/en/resources","/en/resources","en","resource","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/recursos","/pt/recursos","pt","resource","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/nosotros","/nosotros","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/about","/en/about","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/sobre-nos","/pt/sobre-nos","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/servicios/seo-ecommerce","/servicios/seo-ecommerce","es","service","keep_and_rebuild","/servicios/seo-ecommerce","preserve_current_url_when_equivalent","false"
"https://seoparaecommerce.co/en/services/ecommerce-seo","/en/services/ecommerce-seo","en","service","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/seo-ecommerce","/pt/seo-ecommerce","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/servicios/diseno-web","/servicios/diseno-web","es","service","move_to_ferova","https://ferova.com.co/servicios/desarrollo-web","receiver_must_exist_and_match_intent","false"
"https://seoparaecommerce.co/en/services/web-design","/en/services/web-design","en","service","move_to_ferova","https://ferova.com.co/servicios/desarrollo-web","receiver_must_exist_and_match_intent","false"
"https://seoparaecommerce.co/pt/design-web","/pt/design-web","pt","page","move_to_ferova","https://ferova.com.co/servicios/desarrollo-web","receiver_must_exist_and_match_intent","false"
"https://seoparaecommerce.co/consultoria-estrategica","/consultoria-estrategica","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/strategy-advisory","/en/strategy-advisory","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/consultoria-estrategica","/pt/consultoria-estrategica","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/capacitacion-ia","/capacitacion-ia","es","page","move_to_ferova","https://ferova.com.co/servicios/capacitacion-ia","receiver_must_exist_and_match_intent","false"
"https://seoparaecommerce.co/en/ai-training","/en/ai-training","en","page","move_to_ferova","https://ferova.com.co/servicios/capacitacion-ia","receiver_must_exist_and_match_intent","false"
"https://seoparaecommerce.co/pt/treinamento-ia","/pt/treinamento-ia","pt","page","move_to_ferova","https://ferova.com.co/servicios/capacitacion-ia","receiver_must_exist_and_match_intent","false"
"https://seoparaecommerce.co/servicios/asesorias-marketing","/servicios/asesorias-marketing","es","service","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/services/marketing-consulting","/en/services/marketing-consulting","en","service","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/consultorias","/pt/consultorias","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/servicios/optimizacion-linkedin","/servicios/optimizacion-linkedin","es","service","retire_or_move_pending_evidence","","validate_search_console_backlinks_conversions_and_receiver","false"
"https://seoparaecommerce.co/en/services/linkedin-optimization","/en/services/linkedin-optimization","en","service","retire_or_move_pending_evidence","","validate_search_console_backlinks_conversions_and_receiver","false"
"https://seoparaecommerce.co/pt/linkedin","/pt/linkedin","pt","page","retire_or_move_pending_evidence","","validate_search_console_backlinks_conversions_and_receiver","false"
"https://seoparaecommerce.co/servicios/contenido-linkedin","/servicios/contenido-linkedin","es","service","retire_or_move_pending_evidence","","validate_search_console_backlinks_conversions_and_receiver","false"
"https://seoparaecommerce.co/en/services/linkedin-content","/en/services/linkedin-content","en","service","retire_or_move_pending_evidence","","validate_search_console_backlinks_conversions_and_receiver","false"
"https://seoparaecommerce.co/pt/conteudo-linkedin","/pt/conteudo-linkedin","pt","page","retire_or_move_pending_evidence","","validate_search_console_backlinks_conversions_and_receiver","false"
"https://seoparaecommerce.co/servicios/descuentos-herramientas","/servicios/descuentos-herramientas","es","service","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/services/tool-discounts","/en/services/tool-discounts","en","service","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/ferramentas","/pt/ferramentas","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/que-es-geo","/que-es-geo","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/what-is-geo","/en/what-is-geo","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/o-que-e-geo","/pt/o-que-e-geo","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/geo-vs-seo","/geo-vs-seo","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/geo-vs-seo","/en/geo-vs-seo","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/geo-vs-seo","/pt/geo-vs-seo","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/geo-para-shopify","/geo-para-shopify","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/geo-for-shopify","/en/geo-for-shopify","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/geo-para-shopify","/pt/geo-para-shopify","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/geo-para-woocommerce","/geo-para-woocommerce","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/geo-for-woocommerce","/en/geo-for-woocommerce","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/geo-para-woocommerce","/pt/geo-para-woocommerce","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/geo-para-vtex","/geo-para-vtex","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/geo-for-vtex","/en/geo-for-vtex","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/geo-para-vtex","/pt/geo-para-vtex","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/estudio-visibilidad-ia-ecommerce-hispano-2026","/estudio-visibilidad-ia-ecommerce-hispano-2026","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/ai-visibility-study-hispanic-ecommerce-2026","/en/ai-visibility-study-hispanic-ecommerce-2026","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/estudo-visibilidade-ia-ecommerce-hispano-2026","/pt/estudo-visibilidade-ia-ecommerce-hispano-2026","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/herramientas/calculadora-visibilidad-ia","/herramientas/calculadora-visibilidad-ia","es","page","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/tools/ai-visibility-calculator","/en/tools/ai-visibility-calculator","en","page","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/ferramentas/calculadora-visibilidade-ia","/pt/ferramentas/calculadora-visibilidade-ia","pt","page","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/recursos/analizador-contratos","/recursos/analizador-contratos","es","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/en/resources/contract-analyzer","/en/resources/contract-analyzer","en","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/pt/recursos/analisador-contratos","/pt/recursos/analisador-contratos","pt","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/recursos/comparador-propuestas","/recursos/comparador-propuestas","es","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/en/resources/proposal-comparator","/en/resources/proposal-comparator","en","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/pt/recursos/comparador-propostas","/pt/recursos/comparador-propostas","pt","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/recursos/briefing-newsletter","/recursos/briefing-newsletter","es","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/en/resources/newsletter-briefing","/en/resources/newsletter-briefing","en","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/pt/recursos/briefing-newsletter","/pt/recursos/briefing-newsletter","pt","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/recursos/herramientas","/recursos/herramientas","es","resource","keep_and_rebuild","/recursos/herramientas","preserve_current_url_when_equivalent","false"
"https://seoparaecommerce.co/en/resources/tools","/en/resources/tools","en","resource","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/recursos/ferramentas","/pt/recursos/ferramentas","pt","resource","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/recursos/herramientas/calculadora-valor-hora-freelancer","/recursos/herramientas/calculadora-valor-hora-freelancer","es","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/en/resources/tools/freelance-hourly-rate-calculator","/en/resources/tools/freelance-hourly-rate-calculator","en","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/pt/recursos/ferramentas/calculadora-valor-hora-freelancer","/pt/recursos/ferramentas/calculadora-valor-hora-freelancer","pt","resource","move_to_ferova","https://ferova.com.co/recursos/herramientas","map_each_tool_to_an_equivalent_receiver","false"
"https://seoparaecommerce.co/newsletter","/newsletter","es","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/en/newsletter","/en/newsletter","en","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/pt/newsletter","/pt/newsletter","pt","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/newsletter/archivo","/newsletter/archivo","es","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/en/newsletter/archive","/en/newsletter/archive","en","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/pt/newsletter/arquivo","/pt/newsletter/arquivo","pt","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/newsletter-pro","/newsletter-pro","es","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/en/newsletter-pro","/en/newsletter-pro","en","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/pt/newsletter-pro","/pt/newsletter-pro","pt","newsletter","move_to_ferova_conditional","https://ferova.com.co/newsletter","confirm_newsletter_continues","false"
"https://seoparaecommerce.co/terminos","/terminos","es","legal","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/terms","/en/terms","en","legal","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/termos","/pt/termos","pt","legal","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/privacidad","/privacidad","es","legal","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/privacy","/en/privacy","en","legal","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/privacidade","/pt/privacidade","pt","legal","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/cookies","/cookies","es","legal","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/en/cookies","/en/cookies","en","legal","language_scope_review","","english_requires_selective_equivalent","false"
"https://seoparaecommerce.co/pt/cookies","/pt/cookies","pt","legal","language_scope_review","","portuguese_not_in_target_architecture","false"
"https://seoparaecommerce.co/casos-de-exito/google-ads-arcos-desinfeccion","/casos-de-exito/google-ads-arcos-desinfeccion","es","case_study","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/casos-de-exito/ecommerce-cableado-estructurado","/casos-de-exito/ecommerce-cableado-estructurado","es","case_study","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/casos-de-exito/ecommerce-mascotas","/casos-de-exito/ecommerce-mascotas","es","case_study","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/casos-de-exito/cliente-tecnologia-migracion-web-app","/casos-de-exito/cliente-tecnologia-migracion-web-app","es","case_study","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/intencion-busqueda-ecommerce-clientes-compran","/blog/intencion-busqueda-ecommerce-clientes-compran","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/trafico-sin-ventas-tienda-diagnostico-solucion","/blog/trafico-sin-ventas-tienda-diagnostico-solucion","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/aeo-answer-engine-optimization-ecommerce","/blog/aeo-answer-engine-optimization-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/webapps-vs-wordpress-codigo-limpio-ventas","/blog/webapps-vs-wordpress-codigo-limpio-ventas","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/google-ads-vs-meta-ads-ecommerce","/blog/google-ads-vs-meta-ads-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/blog-agencia-seo-disruptiva-ecommerce","/blog/blog-agencia-seo-disruptiva-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/como-encontrar-palabras-clave-ecommerce","/blog/como-encontrar-palabras-clave-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/ecommerce-seo-blog-tienda-online","/blog/ecommerce-seo-blog-tienda-online","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/ecommerce-agency-agencia-especializada-tiendas","/blog/ecommerce-agency-agencia-especializada-tiendas","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/divi-vs-elementor-tienda-online-wordpress","/blog/divi-vs-elementor-tienda-online-wordpress","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/aumentar-ventas-ecommerce-sin-publicidad","/blog/aumentar-ventas-ecommerce-sin-publicidad","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/seo-tecnico-tiendas-online","/blog/seo-tecnico-tiendas-online","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/core-web-vitals-ecommerce-ventas-2025","/blog/core-web-vitals-ecommerce-ventas-2025","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/chat-ia-ventas-automatizar-e-commerce","/blog/chat-ia-ventas-automatizar-e-commerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/podcasts-seo-transcripciones-indexables-google","/blog/podcasts-seo-transcripciones-indexables-google","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/servicio-pauta-digital-ecommerce","/blog/servicio-pauta-digital-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/agencia-seo-ecommerce-preguntas-contratar","/blog/agencia-seo-ecommerce-preguntas-contratar","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/link-building-gestoria-asesoria","/blog/link-building-gestoria-asesoria","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/wordpress-vs-magento-ecommerce","/blog/wordpress-vs-magento-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/creacion-sitios-web-empresas-colombia","/blog/creacion-sitios-web-empresas-colombia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/ia-seo-ecommerce-2026","/blog/ia-seo-ecommerce-2026","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/ecommerce-agency-colombia","/blog/ecommerce-agency-colombia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/sitio-web-seo-integrado","/blog/sitio-web-seo-integrado","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/agencia-de-ecommerce-colombia","/blog/agencia-de-ecommerce-colombia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/ecommerce-seo-agency","/blog/ecommerce-seo-agency","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/costo-sitio-web-profesional-colombia","/blog/costo-sitio-web-profesional-colombia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/ecommerce-seo-consultant-que-hacen-cuando-contratar","/blog/ecommerce-seo-consultant-que-hacen-cuando-contratar","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/como-hacer-seo-ecommerce","/blog/como-hacer-seo-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/experto-seo-ecommerce","/blog/experto-seo-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/costo-sitio-web-profesional-colombia-2","/blog/costo-sitio-web-profesional-colombia-2","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/seo-ecommerce-que-es","/blog/seo-ecommerce-que-es","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/seo-para-ecommerce-guia-completa-2026","/blog/seo-para-ecommerce-guia-completa-2026","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/seo-local-ecommerce-bogota","/blog/seo-local-ecommerce-bogota","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/creacion-tienda-online-colombia","/blog/creacion-tienda-online-colombia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/ecommerce-seo-expert","/blog/ecommerce-seo-expert","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/seo-shopify-colombia","/blog/seo-shopify-colombia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/seo-para-tiendas-online","/blog/seo-para-tiendas-online","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/blog-agencia-seo-para-ecommerce","/blog/blog-agencia-seo-para-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/agencia-seo-ecommerce-colombia","/blog/agencia-seo-ecommerce-colombia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/seo-ecommerce-colombia-estrategia","/blog/seo-ecommerce-colombia-estrategia","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/bigcommerce-seo-guia-completa-posicionar-tienda-google","/blog/bigcommerce-seo-guia-completa-posicionar-tienda-google","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/servicios-seo-ecommerce","/blog/servicios-seo-ecommerce","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
"https://seoparaecommerce.co/blog/servicios-seo-ecommerce-2","/blog/servicios-seo-ecommerce-2","es","blog","manual_seo_review","","needs_search_console_analytics_backlinks_and_conversion_data","false"
